new_building,location,address,price,title,facilities,description_text,ad_url,id,num,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,fellesformue,formuesverdi,fellesgjeld,festeavgift,boligselgerforsikring,kommunale_avg,renovert_ar,tomt,grunnflate,sikringsordning,solgtpris,utleiedel
FALSE,,"Ekebergveien 23, 0196 Oslo",2800000,Ekebergskrenten. Toppleilighet med alkove og fantastisk utsikt. Gulvareal på 37 kvm. Ingen forkjøpsrett.,"Rolig, Sentralt, Turterreng"," Man. 15. mars 17:00 - 17:15 + Legg til i kalender Man. 15. mars 17:15 - 17:30 + Legg til i kalender Man. 15. mars 17:30 - 17:45 + Legg til i kalender Man. 15. mars 17:45 - 18:00 + Legg til i kalender Tir. 16. mars 17:00 - 17:15 + Legg til i kalender Tir. 16. mars 17:15 - 17:30 + Legg til i kalender Tir. 16. mars 17:30 - 17:45 + Legg til i kalender Tir. 16. mars 17:45 - 18:00 + Legg til i kalender Grunnet Korona-situasjonen skal man melde seg på visning (altså ikke møte opp uten avtale). Kontakt megler Alexander Johannessen 922 45 380. NB: Visningstidspunkt som er fulle fjernes fortløpende fra annonsen. De som er påmeldt er registrert til visning selv om visningen er borte fra annonsen. Visningspåmelding 1-roms toppleilighet flott utsikt mot Oslo, sentrum, Bjørvika og Holmenkollen.Leiligheten inneholder stue med skråtak og takhøyde opptil 3,27 m, adskilt sovealkove med skråtak, kjøkken fra 2019 med integrert oppvaskmaskin, kjøleskap, stekeovn og keramisk topp, bad og entré.Kort vei til buss til sentrum med hyppige avgangerTett på Gamlebyen og med gangavstand til Ekebergsletta og Ekebergrestauranten, med utsikt over store deler av Oslo og Oslofjorden. Usjenert og skjermet beliggenhet med lite støy, men fortsatt tett på byen. Beliggende ved den grønne Ekebergskråningen har man et vidt utsyn over store deler av Oslo. Flotte idretts og rekreasjonsmuligheter i nærområdene.- Mulig å kjøpe med parkeringsplass utenfor- Kjellerbod- Loftsbod like utenfor leiligheten- Automatsikringer Man. 15. mars 17:00 - 17:15 + Legg til i kalender Man. 15. mars 17:15 - 17:30 + Legg til i kalender Man. 15. mars 17:30 - 17:45 + Legg til i kalender Man. 15. mars 17:45 - 18:00 + Legg til i kalender Tir. 16. mars 17:00 - 17:15 + Legg til i kalender Tir. 16. mars 17:15 - 17:30 + Legg til i kalender Tir. 16. mars 17:30 - 17:45 + Legg til i kalender Tir. 16. mars 17:45 - 18:00 + Legg til i kalender Grunnet Korona-situasjonen skal man melde seg på visning (altså ikke møte opp uten avtale). Kontakt megler Alexander Johannessen 922 45 380. NB: Visningstidspunkt som er fulle fjernes fortløpende fra annonsen. De som er påmeldt er registrert til visning selv om visningen er borte fra annonsen. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210425283,210425283,NA,8032,2990021,2387,Leilighet,Andel,0,28,28,3,1937,G-rød,1,413,32,NA,685444,181989,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Vogts gate 63 B, 0477 Oslo",6190000,Lys og populær 3-roms selveierleilighet 70 kvm med peis og klassiske detaljer - Idyllisk bakgård - Sjelden sjanse!,"Peis/Ildsted, Parkett, Barnevennlig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning","Video Søn. 14. mars 1500 - 1600 Eiendomsmegler Erling Beck ønsker velkommen til visning ! + Legg til i kalender Man. 15. mars 1830 - 1930 Eiendomsmegler Erling Beck ønsker velkommen til visning ! + Legg til i kalender Visningspåmelding Erling Beck og Joakim Sandum presenterer deg for Vogts Gt 63 b!Leiligheten har en størrelse som hører til sjeldenhetene i de klassiske leilighetene på Torshov samtidig som at den er gjennomgående med store vindusflater og en generøs takhøyde på 2,82m². Stue/kjøkkenløsningen er delvis åpen og får rikelig med naturlig lys og luft fra de store vindusflatene. Det finnes kun tre selveiergårder i den originale Torshov bebyggelsen, hvor dette er den mest sentrumsnære beliggenheten.Boligen har blant annet følgende kvaliteter:2 gode soverom beliggende mot bakgårdKlassiske detaljerPeisovnDelikat baderom med vaskesøyleDelvis åpen og sosial stue/kjøkkenløsningBeliggende i 2.etasjeSentrumsnær beliggenhet i klassisk TorshovgårdDisponerer kjellerbod på ca. 10m² og loftsbod på ca. 2m² Søn. 14. mars 1500 - 1600 Eiendomsmegler Erling Beck ønsker velkommen til visning ! + Legg til i kalender Man. 15. mars 1830 - 1930 Eiendomsmegler Erling Beck ønsker velkommen til visning ! + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210512539,210512539,NA,171540,6571268,4489,Leilighet,Eier(Selveier),2,70,70,2,1922,F-oransje,3,5694,77,NA,1260992,209728,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Holmen ved Gressbanen,"Arnebråtveien 65, 0771 Oslo",6950000,Arealeffektivt rekkehus o/3 plan med vestvendt terrasse og utgang hage. Meget barnevennelig nær marka. 2 bad,"Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Golfbane, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Fiskemulighet, Turterreng"," Man. 15. mars 17:15 - 18:15 + Legg til i kalender Tir. 16. mars 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding - Lyst og tiltalende rekkehus over tre plan- Bo i grønne og skjønne omgivelser, men samtidig meget sentralt- Meget barnevennlig med store grøntområder rundt- Meget arealeffektiv planløsning- Gjennomgående med vinduer fra to sider- Utgang til stor vestvendt terrasse på 11 kvm med meget gode solforhold- Hagetrapp for lett adkomst til felles gressplen og lekeplass fra terrasse- Peis- Vinduer, inngangsdør, balkongdører & glassdør kjellerstue nytt i 2018- To bad + separat WC- To soverom, en med fransk balkong- Stilrent kjøkken fra 2010- Sjenerøs takhøyde på ca. 2,7 m- Oppvarming inkl. i felleskostnader- Kort vei til buss i Arnebråtveien og T-banestasjon på Holmen- Ny barneskole på Holmen åpnet høsten 2018- Turmuligheter sommer som vinter - Gode parkeringsmuligheter i sameiet Man. 15. mars 17:15 - 18:15 + Legg til i kalender Tir. 16. mars 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210458897,210458897,NA,184312,7171910,3658,Leilighet,Eier(Selveier),2,109,109,NA,1954,G-rød,4,16550,125,75950,1878171,37598,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Besserud / Holmenkollen,"Dagaliveien 39, 0783 Oslo",25500000,"Stor og innholdsrik bolig - Panoramautsikt og hage - Hybel - Trippelgarasje - Kort vei til skole, barnehage og marka","Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Søn. 14. mars 1430 - 1530 + Legg til i kalender Man. 15. mars 1630 - 1730 + Legg til i kalender Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding Stor enebolig beliggende i et veletablert boligområde ved Holmenkollen. Boligen har en pent opparbeidet tomt med meget gode solforhold og panorama utsikt mot fjorden. Fra boligen er det gangavstand til offentlig kommunikasjon, dagligvareforretning, flere skoler og barnehager.Stor og innholdsrik enebolig over 2 plan + kaldt loftHybeldel med egen inngang - Mulighet for utleieStor hage med gode solforholdPanoramautsikt mot fjordenFrittstående garasje med plass for 3 bilerGangavstand til skoler og barnehager i områdetKort vei til offentlig kommunikasjon og flotte turmuligheterHusk å melde deg på visning. For privatvisning, ta kontakt med megler! Søn. 14. mars 1430 - 1530 + Legg til i kalender Man. 15. mars 1630 - 1730 + Legg til i kalender Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210511351,210511351,NA,653520,26153520,NA,Tomannsbolig,Eier(Selveier),5,285,318,NA,1975,NA,NA,1121,347,NA,3731633,NA,NA,NA,23209,NA,NA,NA,NA,NA,NA
FALSE,HOLMENKOLLEN,"Olav Aukrusts vei 58C, 0785 Oslo",17100000,FANTASTISK PANORAMAUTSIKT!- Flott enebolig o/3 plan m. dobbel garasje|3 terrasser|Vesentlig påkostet i 2018|Barnevennlig,"Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Hage, Husdyr, tillatt, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Turterreng"," Søn. 14. mars 13:30 - 14:30 + Legg til i kalender Tir. 16. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding Malin Hveem v/DNB Eiendom ønsker velkommen til Olav Aukrusts vei 58 C!En lys og innbydende familiebolig med dobbel garasje og barnevennlig beliggenhet på Holmenkollens solside. Panoramautsikt over både fjord og by. Dette er den perfekte boligen for barnefamilier med god planløsning, fin beliggenhet, tre terrasser, kort vei til kollektiv transport og servicetilbud. Stille og rolig beliggenhet, godt skjermet fra trafikk og støy. Velkommen til visning!HØYDEPUNKTER: * Panoramautsikt over fjord, marka og by!* Sol fra fra morgen til kveld* 3 terrasser* Flere stuer og 3 bad/wc* Dobbel garasje * Vesentlig påkostet i 2017-2018* Særdeles barnevennlig, stille og rolig* Godt med bodplass. * Sentralt til buss, butikker, skole og bhg. Malin Hveem Eiendomsmeglerfullmektig Mobil 958 44 243 Send melding Merita Hadri Eiendomsmegler Mobil 951 54 850 Send melding Søn. 14. mars 13:30 - 14:30 + Legg til i kalender Tir. 16. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210425447,210425447,NA,428842,17528842,NA,Enebolig,Eier(Selveier),1,255,269,3,1986,F-rød,NA,817,302,NA,3860261,NA,NA,NA,20590,2018,NA,NA,NA,NA,NA
FALSE,,"Rosenborggata 14, 0356 Oslo",11500000,"Delikat og tilbaketrukken 4(5)-roms toppleilighet med solrik sydvestvendt takterrasse. 2 bad, pipeløp og parkering.","Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Turterreng"," Søn. 14. mars 12:00 - 13:00 + Legg til i kalender Man. 15. mars 16:30 - 17:30 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding Velkommen til Rosenborggata 14. Gjennomgående, lys og delikat 4(5)-roms toppleilighet med tilbaketrukken beliggenhet på attraktive Majorstuen. Leiligheten i byggets 4.etasje med solrik sydvestvendt takterrasse og har en god planløsning. Lys og romslig stue med flere soner, lekkert kjøkken, 3 gode soverom og 2 delikate baderom, samt praktisk ""vaskerom""Leiligheten fremstår som svært delikat, har gjennomgående og god planløsning med generøse rom, god takhøyde og ingen gjenboere.-Toppleilighet med solrik takterrasse.-Parkeringsplass i lukket bakgård.-Lekkert Kvik kjøkken fra 2014.-2 delikate baderom fra 2014 med våtromsbevis.-Mulighet for peis.-Godt med lagringsplass.-Sentral og attraktiv beliggenhet på Majorstuen med gode kollektivforbindelser, fasiliteter og servicetilbud Søn. 14. mars 12:00 - 13:00 + Legg til i kalender Man. 15. mars 16:30 - 17:30 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210439376,210439376,NA,288842,11788842,2181,Leilighet,Eier(Selveier),3,125,125,4,1893,NA,5,942,138,NA,2013992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Torshov,"Edvard Griegs allé 21, 0479 Oslo",3680000,Lekker 2-roms i 4. etasje | Balkong | Peis | IN-ordning,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Kabel-TV, Sentralt, Turterreng, Bredbåndstilknytning"," Søn. 14. mars 1200 - 1300 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lys og attraktiv 2-roms like ved Torshovdalen med vestvendt luftebalkong og meget gode lysforhold. Leiligheten fremstår tiltalende med moderne preg med åpen stue- kjøkkenløsning samt tidsriktige farger på slette vegger. Pent HTH kjøkken, peis i stuen, vinduer fra 2010 og masse garderobeplass.Toppleilighet uten innsyn og luftebalkongDelikate fargevalgEntré med skyvedørsgarderobeÅpen stue- og kjøkkenløsning (HTH)Peis i stuenRomslig soverom med stor garderobeBaderom rehabilitert i regi av sameiet 2009A-konto varmtvannIN-ordning Søn. 14. mars 1200 - 1300 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208098009,208098009,NA,108920,4003261,2936,Leilighet,Eier(Selveier),1,43,43,4,1931,F-oransje,NA,6992,48,17309,859954,214341,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Sagene/Bjølsen,"Mor Go'hjertas vei 11, 0469 Oslo",4400000,"Lys 2/3-roms oppussingsobjekt med mye potensiale| Stor, vestvendt balkong |V.v. og fyr inkl | Ingen dokavgift","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Søn. 14. mars 14:00 - 15:00 + Legg til i kalender Man. 15. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding Nordvik har gleden av å presentere Mor Go'Hjertas vei 11. Leiligheten ligger i et attraktivt boområde på populære Bjølsen med umiddelbar nærhet til friområder ved Akerselva. Sentral, men samtidig tilbaketrukket beliggenhet i rolig blindgate. Leiligheten ligger fint til i 2. etasje med vestvendt balkong, gode solforhold og en funksjonell planløsning.Kort oppsummert- Sentral beliggenhet i rolig blindgate- Stort potensiale- God planløsning med mange muligheter- Kort vei til Voldsløkka, BI, Bjølsenparken m.m- Stor balkong på ca. 8 kvm med gode solforhold- Veldrevet borettslag- Mulighet for rask overtakelse- Beboerparkering- Varmtvann, fyring, TV og bredbånd inkludert i felleskostnader - Nærhet til offentlig kommunikasjon, 10 minutter gange til Nydalen t-bane- To store boder Søn. 14. mars 14:00 - 15:00 + Legg til i kalender Man. 15. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210380092,210380092,NA,8626,4408626,3697,Leilighet,Andel,1,54,56,2,1957,G-mørkegrønn,3,4384,62,11394,1018440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Romsås,"Odvar Solbergs vei 72, 0970 Oslo",3900000,Sjelden mulighet! -5 roms over 2 plan -Innglasset terrasse og egen hage -Garasjeplass - To bad + vaskerom,"Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Hage, Ingen, gjenboere, Kabel-TV, Rolig, Sentralt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng"," Søn. 14. mars 13:00 - 14:00 + Legg til i kalender Man. 15. mars 17:30 - 18:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding Velkommen til Odvar Solbergs vei 72 og denne fine 5-r andelsleiligheten o/2 plan med svært attraktiv og barnevennlig beliggenhet. Her bor du høyt og fritt rett ved marka og har suverene fellesarealer. Innh, bl.a: stor stue og spisestue, opprinnelig 4 soverom, stort pent spisekjøkken, to bad/wc, vaskerom. Stor innglasset terrasse (12 kvm) med adgang rett til egen hage. Garasjeplass i garasjeanlegg rett i nærheten. Perfekt bolig for barnefamilien! Kort vei til t-bane (5 min) og buss (rett utenfor), rekreasjonsmuligheter og et godt utvalg av servicetilbud. Kort fortalt: - Sjelden 5 roms med ""rekkehusfølelse""- Innglasset terrasse (12 kvm) + egen hage- Garasjeplass- 2 bad + vaskerom- Godt med lagringsplass- Sentralt og meget barnevennlig- God intern beliggenhet- Rett ved marka Søn. 14. mars 13:00 - 14:00 + Legg til i kalender Man. 15. mars 17:30 - 18:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209955897,209955897,NA,8658,4489658,8250,Leilighet,Andel,3,129,142,1,1972,NA,5,20464,159,4858,1190778,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# INDRE GÅRD PÅ GRUNERLØKKA,"Korsgata 27C, 0551 Oslo",6250000,"Idyllisk og lekker 3-roms i indre gård | Sydvendt, solrik balkong | Kjøkken 2020 & bad 2011 | VV inkl.","Balkong/Terrasse, Parkett, Barnevennlig, Rolig, Moderne, Sentralt, Offentlig, vann/kloakk, Bredbåndstilknytning"," Søn. 14. mars 1600 - 1700 + Legg til i kalender Tir. 16. mars 1600 - 1700 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Hele leiligheten har blitt betydelig oppusset de senere år med blant annet nytt kjøkken. Her får du håndlaget armatur i messing og keramisk vask importert fra England, håndlaget håndtak i porselen fra Frankrike og Italiensk komfyr - Lofra range cooker på 90cm bredde. Kjøkkenet har ellers alt av integrerte hvitevarer, samt en råflott kjøkkenøy med sitteplass. Ny en-stavs eikeparkett i kjøkken og stue, samt alle overflater og himlinger malt 2020. Leiligheten har en gjennomgående og romslig planløsning, og med store vinduer vendt mot syd får man et fantastisk lysinnslipp og hyggelig utsikt.Sydvendt balkong med utsikt mot frodig bakgårdBaderom fra 2011Original teglstein er hentet fremTo soverom av god størrelseBorettslaget har et flott, felles gårdsromVarmtvann er inkl. i fellesutg.IN-ordning Søn. 14. mars 1600 - 1700 + Legg til i kalender Tir. 16. mars 1600 - 1700 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210508058,210508058,NA,15803,6678923,5549,Leilighet,Andel,2,68,68,3,1878,G-rød,3,647,76,27209,1149105,413120,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#ROSENHOFF,"Dynekilgata 15, 0569 Oslo",3950000,Lys & svært pen 2-R leilighet | Vestvendt balkong på 9 kvm | Fantastisk utsikt | Bad fra 2018 | Usjenert beliggenhet,"Balkong/Terrasse, Heis, Barnevennlig, Rolig, Kabel-TV, Sentralt, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Søn. 14. mars 1415 - 1515 + Legg til i kalender Tir. 16. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Dynekilgata 15.Leiligheten oppleves svært hyggelig og kan skilte med gjennomgående god standard, en effektiv og romslig planløsning, utgang til en fantastisk balkong på 9 kvm, nydelig utsikt og optimale solforhold. Leiligheten ligger i tillegg usjenert til i byggets 6. etg, uten gjenboere og innsyn og et langstrakt og åpent utsyn. Denne må oppleves! Fantastisk utsiktVestvendt balkong på 9 kvmSol fra ca. kl 15 til solnedgangIngen gjenboereKjøkken fra 2016Bad fra 2018Nytt sikringsskap med automatsikringer fra 2014Renovert avløpssystem 2017Varmtvann og kabel-TV inkl. i felleskostnadeneBod på balkongen og lagringsskap i kjellerSykkeloppbevaringsrom i kjeller + sykkelstativ utenforRyddig og veldrevet borettslag med god økonomiMulighet for leie av parkeringsplass etter venteliste Søn. 14. mars 1415 - 1515 + Legg til i kalender Tir. 16. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210507458,210507458,NA,15503,4065398,2859,Leilighet,Andel,1,43,43,6,1966,D-rød,NA,4798,47,11324,826674,99895,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Utsiktsleilighet på Skøyenåsen,"Haakon Tveters vei 12, 0682 Oslo",6900000,Romslig og pen 4-roms hjørneleilighet i 5. etg m/heis. Solrik vestvendt balkong. Nyere kjøkken og bad. Garasjekjøp*,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng, Lademulighet","Video Man. 15. mars 14:00 - 15:00 + Legg til i kalender Tir. 16. mars 17:00 - 18:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding - Meget attraktiv 4-roms selveierleilighet- Fantastiske sol- og utsiktsforhold fra alle vinduer- Utgang til vestvendt balkong med optimale solforhold- Gjennomgående hjørneleilighet med vinduer fra 3 sider- Store vinduer som gir rikelig med naturlig lys- Lekkert og tiltalende kjøkken (2018) med en åpen løsning mot stue- Moderne og tidløst bad med varmekabler, badekar og vaskesøyle- Badet ble pusset opp i regi av sameiet i 2019- Arealeffektiv planløsning med hele 3 soverom- Soneinndelt stue med god plass til sofagruppe og spisebord- Peis i stue- Beliggende i 5. etasje med heisadkomst- Selger eier garasjeplass med el-bllader som kan kjøpes ved siden av- Bo sentralt, men samtidig i grønne og rolige omgivelser- Tre boder i kjeller og en bod på 4 kvm på leilighetsplanet Man. 15. mars 14:00 - 15:00 + Legg til i kalender Tir. 16. mars 17:00 - 18:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210448922,210448922,NA,192712,7515841,5880,Leilighet,Eier(Selveier),3,105,105,5,1968,F-rød,4,5519,113,174365,1369275,423129,NA,NA,NA,NA,NA,NA,NA,NA,NA
