location,address,price,title,facilities,description_text,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,fellesformue,formuesverdi,fellesgjeld,etasje,rom,festeavgift,kommunale_avg,num,grunnflate,renovert_ar,tomt,sikringsordning,utleiedel,new_building
BJØLSEN,"Maridalsveien 196, 0469 Oslo",3600000,"Lys og flott 2-roms selveierleilighet med balkong. Lave felleskostnader, nærhet til butikk og kollektiv. Parkeringsleie*","Balkong/Terrasse, Fellesvaskeri, Garasje/P-plass, Offentlig, vann/kloakk, Rolig, Sentralt", Søn. 21. februar 15:00 - 16:00 + Legg til i kalender Visningspåmelding Flott 2-roms selveierleilighet med attraktiv beliggenhet på Bjølsen. Leiligheten har en god og effektiv planløsning med store vindusflater som gir godt naturlig lysinnslipp i oppholdsrommet. Fra stuen er det utgang til luftig og nordvendt balkong med ettermiddagssol. God offentlig kommunikasjon og dagligvare kort vei fra leiligheten. Få minutter gange til Akerselva med fine turmuligheter. Velkommen til visning!Høydepunkter:- Utmerket som utleieobjekt eller førstegangskjøp- Mulighet for leie av parkeringsplass og beboerparkering- Gangavstand til BI og Nydalen- Balkong fra 2018- Lave felleskostnader- Ingen fellesgjeld - God planløsning- 37 og 54 bussen stopper rett utenfor!- Fine turmuligheter i området- Stille område i en enveiskjørt gate- Egen hage med felles sykkelbod/skibod Sebastian Mørk Andresen Eiendomsmeglerfullmektig Mobil 454 57 593 Send melding Erik Rognstad Ilseng Eiendomsmegler Mobil 478 84 004 Send melding Søn. 21. februar 15:00 - 16:00 + Legg til i kalender Visningspåmelding,https://www.finn.no/realestate/homes/ad.html?finnkode=206829210,206829210,91342,3691342,1750,Leilighet,Eier(Selveier),1,33,33,1967,E-rød,869,36,NA,12652,706501,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
#OLA NARR/CARL BERNER,"Ola Narr 12, 0563 Oslo",4750000,"Lys og gjennomgående 3-roms ved idylliske Ola Narr park | Solrik, vestvendt balkong | Fyring/varmtv. inkl. | Lave omk.","Balkong/Terrasse, Parkett, Barnevennlig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en lys og romslig 3-roms, beliggende høyt og fint i 4. etasje, i populære Ola Narr borettslag på Carl Berner. Boligen er gjennomgående og har arealeffektiv planløsning, god takhøyde og store vindusflater som slipper inn mye naturlig lys! Leiligheten er overflateoppusset i 2021.Vestvendt balkong med supre solforhold og fin utsiktLys og romslig stueTidsmessig kjøkkenFlislagt bad fra 2005 (i regi av brl)Separat toalettromTo fine soverom med plassbygde skap - begge vendt mot rolig gårdsromEntré med bodLofts- og kjellerbodMulighet for leie av p-plass, 500,- pr/mndSikringsordningMulig å redusere felleskost. med ca. 1.263,- med IN-ordningVeldrevet borettslagVarmtv/fyring, TV og fibernett inkl.Ingen dok.avg.Nærhet til parker, butikker, serveringssteder og et ypperlig kollektivtilbud! Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207166192,207166192,15503,4993030,5512,Leilighet,Andel,2,69,70,1948,E-lysegrønn,18398,77,NA,24058,1187096,227527,4,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
EKEBERGSKRENTEN,"Valhallveien 55, 0196 Oslo",4400000,Delikat & gjennomgående 3-roms leilighet m/attraktiv beliggenhet|Solrik balkong m/utsikt mot Oslo |Kort vei til sentrum!,"Balkong/Terrasse, Barnevennlig, Offentlig, vann/kloakk, Peis/Ildsted, Sentralt, Utsikt, Turterreng"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Velkommen til Valhallveien 55!En lys og moderne 3-roms leilighet med god intern beliggenhet i byggets 1. etasje. Leiligheten har en romslig entré med god plass for yttertøy, et delikat bad, separat nisje for vaskemaskin, separat smakfullt kjøkken med god skap- og benkeplass. 2 romslige soverom og en delikat stue med plass til spisestue. Koselig peis i stue og store vindusflater med godt lys. Flott solrik balkong med utsikt over Oslo - denne bør absolutt sees!Kort fortalt:- Gjennomgående leilighet i 1. etasje. - Ny kjøkkeninnredning i 2016- Gode lysforhold og store vindusflater.- Solrik balkong med plass for utemøblement- Flott utsikt over Oslo by fra balkongen!- Fine turmuligheter innen kort rekkevidde- Nærhet til kollektiv transport. Malin Hveem Eiendomsmeglerfullmektig Mobil 958 44 243 Send melding Sara Ø. Gundhus Prosjektmegler/ Fagansvarlig Mobil 407 68 337 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207041428,207041428,9126,4488126,4034,Leilighet,Andel,2,60,60,1948,E-rød,6951,66,NA,24018,987152,79000,1,3,NA,NA,NA,NA,2016,NA,NA,NA,FALSE
ÅRVOLL,"Stølsvegen 6 B, 0590 Oslo",13200000,"Stor enebolig m BRA på 284 kvm, 2 stk garasjeplasser, godkjent hybel, peis. Idyllisk beliggende i markagrensen.","Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Utsikt, Turterreng"," Ta kontakt for å avtale visning Visningspåmelding Drømmer du om å våkne til fuglekvitter om morgenen?Kunne ta på deg skiene rett utenfor døren?La barna vokse opp med marka som egen hage?Se rådyr fra kjøkkenvindu når du sitter ved frokostbordet?Velkommen til Stølsvegen 6 b, en sjelden mulighet ved foten av markagrensen!Stor enebolig med idyllisk beliggenhet og BRA på 284 kvm. Egen garasjeplass under huset, samt en frittstående garasjeplass.Usjenert, solrik tomt, pent opparbeidet med belegningsstein, belysning, gress og beplantning.- Vannbåren varme i 1.etg- Kaldloft i 2etg med potensiale- Sentralstøvsuger- Kjeller med god takhøyde- Godkjent hybel med estimert utleiepris til kr. 8500,- pr mnd- Utvendig bod under terrassen på 22 kvm Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207052658,207052658,331342,13531342,NA,Enebolig,Eier(Selveier),3,212,284,1990,F-mørkegrønn,597,300,NA,NA,1850039,NA,NA,NA,NA,20689,NA,NA,NA,NA,NA,NA,FALSE
Godlia,"Dalbakkveien 56, 0682 Oslo",10500000,Atriumhus i attraktivt trafikkskjermet boligområde i blindvei - Oppussingsobjekt - Østensjø skolekrets,"Barnevennlig, Garasje/P-plass, Kabel-TV, Parkett, Peis/Ildsted, Rolig, Turterreng"," Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Atriumhus over to plan med svært god beliggenhet og solrik usjenert hage. Oppussingsobjekt med et stort potensiale! Planløsning som er ideell for barnefamilier med bl.a alle soverom og bad i samme etasje.Høydepunkter:- Trafikkskjermet og barnevennlig boligområde i blindvei- Store vindusflater som gir godt med naturlig lys- Stor solrik usjenert hage med bærbusker og frukttre- 2 romslige soverom (Opprinnelig 4 - se alternativ plantegning)- 2 bad i første etasje- Peis for oppvarming.- To innredede rom i kjeller som benyttes som kjellerstue/kontor- Vaskerom- God lagringsplass- Garasje med oppstillingsplass- Boligen sokner til Østensjø skole- Flere barnehager i området- God offentlig kommunikasjon i nærheten- Kort vei til Østensjøvannet med turveier og flott dyre- og fugleliv Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207111709,207111709,263842,10763842,NA,Enebolig,Eier(Selveier),2,249,275,1970,F-rød,567,295,NA,NA,1822846,NA,2,3,5460,17211,NA,NA,NA,NA,NA,NA,FALSE
Hovin,"Innspurten 6A, 0663 Oslo",3950000,"Nyere og stilig 2-roms selveier - Stor, usjenert syd-vendt balkong - Lave FK - Grønne omgivelser, rolig og sentralt","Aircondition, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Morten Frølich v/Eiendomsmegler Krogsveen har fått æren av å selge denne stilige og romslige 2-roms leiligheten på flotte Hovin, høyt i 6. etasje. Leiligheten byr på flott og usjenert balkong med mulighet for hyggelige samlinger på sommerstid, moderne kjøkken fra Drømmekjøkken med åpen løsning til stuen hvor eier har laget en smidig TV-krok, samt flott flislagt bad med varmekabler i gulv og walk-in closet. Her bor du i et nyetablert område i nærheten av flotte grøntarealer rett rundt hjørnet med kort vei til alt Oslo kan by på. Leiligheten byr også på god takhøyde samt store vinduer som sørger for mye lysinnslipp.Videre kan vi by på;- Gjennomgående god standard- Overflateoppusset- Lys 3-stav parkett- Syd-vendt balkong på 7,5 kvm- Lave felleskostnader- Flotte grøntarealer i nærheten Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207113759,207113759,100162,4053162,1520,Leilighet,Eier(Selveier),1,40,40,2018,B-mørkegrønn,10863,NA,NA,NA,856960,3000,6,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BJERKEDALEN,"Martin Borrebekkens vei 21, 0584 Oslo",4400000,Lekker 4-roms m/ solrik vestvendt balkong. P-plass. V.v./fyring inkl. Barnevennlig og god beliggenhet. Bør sees!,"Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng, Lademulighet"," Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Velkommen til Martin Borrebekkens vei 21 - En lekker og gjennomført 4-roms m/solrik balkong og særdeles god beliggenhet med Bjerkedalen Park som nærmeste nabo. Boligen ligger i et spennende og sentralt boområde som er under stor utvikling, og holder gjennomgående god standard. Det er gode kollektivmuligheter m/buss innen 30 sekunders gange, samt T-bane.Gjennomgående god standard fra 2018/2020Vestvendt balkong m/sol fra ca kl. 13-22 sommerstidBadet ble overflateoppusset i 2020Lekkert kjøkken fra 2019 med bl.a. stekeovn med damp- og pyrolysefunksjonFlere barnehager, skoler og dagligvare innen gangavstandV.v. fyring, kabel-TV og internett inkl.P-plass etter førstemann til mølla prinsippetBjerkedalen park i umiddelbar nærhet, kort vei til marka Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207093313,207093313,1132,4576961,4429,Leilighet,Andel,3,66,66,1957,G-mørkegrønn,44239,73,NA,25352,915226,175829,3,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VINSLOTTET // LØREN,"Bøkkerveien 6D, 0579 Oslo",7950000,"Rålekker 3(4)-roms med 24m² n-v.vendt balkong, heis og garasje! God takhøyde, svært høy standard og gulvvarme i alle rom","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Ta kontakt for å avtale visning Visningspåmelding Kom og opplev en rålekker gjennomgående 3(4)-roms leilighet i Vinslottet på Løren! Leilighetskomplekset ligger i Vinmonopolets gamle fabrikklokaler som nå er totalrehabilitert og stod ferdig i 2020 og fremstår urbant og moderne. Leiligheten har en meget god planløsning bestående av entré med spesialtilpasset garderobe, meget romslig stue med åpen, oppgradert kjøkkenløsning, 2 soverom og et lekkert baderom.- Meget delikat og unik leilighet- Herlig og romslig planløsning- Store vinduer som gir mye naturlig lys- Inntil 3,7m takhøyde- Vannbåren gulvvarme i samtlige rom og felles varmtvann inkl. i felleskost.- Garasjeplass med heisadkomst- Stor og praktisk kjellerbod- Svært stille og skjermet bakgård med flotte grøntarealer for beboerne- Veldrevet sameie og fantastisk naboskap Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207074295,207074295,200092,8150092,3581,Leilighet,Eier(Selveier),2,84,84,1930,F-mørkegrønn,12372,92,NA,NA,1488267,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Ullern / Lyse terrasse,"Hoffsjef Løvenskiolds vei 19, 0382 Oslo",10200000,"Stor 4-roms endeleilighet med moderniseringsbehov, 2 bad, peis og sydvendt terrasse. Trappefri adkomst. 3 garasjeplasser","Balkong/Terrasse, Garasje/P-plass, Peis/Ildsted, Utsikt"," Ta kontakt for å avtale visning Visningspåmelding Stor 4-roms endeleilighet i et attraktivt sameie på Ullern. Her bort du svært sentralt med kort vei til butikker og offentlig kommunikasjon. Det er kun 400 meter til T-banestasjonen på Åsjordet. Herfra tar det 9 minutter inn til Majorstua. Ullern er et barnevennlig og innholdsrikt boområde. Du finner fotballbane, lekeplass, skøytebane, tennisanlegg og mye mer rett i nærheten. Ønsker du en tur i marka er det ikke lange veien til Bogstad med videre forbindelser. Her er det flotte turstier sommer og vinter. Leiligheten vender mot syd og har sol hele dagen fra kl. 10 til 21.Kort fortalt:3 soveromLys og stor stuePeis2 bad og 1 vaskeromModerniseringsbehovTrappefri adkomstRikelig med lagringsplass3 garasjeplasser med tilhørende boderNærhet til kollektivtKort vei til barnehage og skole Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207105945,207105945,256342,10456342,5199,Leilighet,Eier(Selveier),3,130,137,1985,E-rød,28173,144,NA,94220,2109716,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Breigata 12, 0187 Oslo",3600000,Attraktiv 4-romsleilighet i et moderne bygg fra 2009 i hjertet av Oslo! Heis - 2 balkonger - God standard,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng", Fre. 26. februar 16:30 - 17:30 + Legg til i kalender Visningspåmelding Velkommen til Breigata 12 - En flott og attraktiv 4-romsleilighet i et nyere bygg fra 2009 beliggende i Oslo sentrum. Leiligheten ligger i 3.etasje og har to balkonger vendt mot bygården. Det er gangavstand til alle handlegatene i sentrum med alt det innebærer av hovedstadens bymessige fasiliteter og servicetilbud.Diverse:- IN-ordning på plass fra våren 2021- Felles takterrasse- Supersentralt- Bod i kjeller på ca. 5 kvm- To balkonger- Fjernvarme Fre. 26. februar 16:30 - 17:30 + Legg til i kalender Visningspåmelding,https://www.finn.no/realestate/homes/ad.html?finnkode=207095431,207095431,1132,5412615,14575,Leilighet,Andel,3,70,74,2009,D-mørkegrønn,2136,80,NA,NA,1270829,1811483,3,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gamlebyen,"Konows gate 29, 0196 Oslo",4700000,Gjennomgående og sjarmerende 3-roms beliggende i høy 1. etg. Store vindusflater og peis i stue. Felles terrasse.,"Husdyr, tillatt, Parkett, Peis/Ildsted, Sentralt, Bademulighet"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding Velkommen til Konows Gate 29, en innholdsrik selveierleilighet beliggende i en karakteristisk trehusbebyggelse i Gamlebyen. Her har du mulighet til å bo i et attraktivt område med sentrum rett i nærheten. Det er gangavstand til dagligvare, offentlig kommunikasjon og parker. Leiligheten er beliggende i en høy 1. etasje og er gjennomgående. Stuen blir et sosialt rom med en åpen løsning til kjøkkenet. I det åpne rommet er det en kontrastvegg i tømmer som sammen med leilighetens lyse flater, tregulv og peis, skaper en trivelig atmosfære. Leilighetens kjøkken har en lys innredning som fungerer godt i kombinasjon med leilighetens klassiske stil. Leiligheten har et luftig hovedsoverom med plass til dobbeltseng, samt et mindre soverom. Baderommet er flislagt med varmekabler.Velkommen på visning! Maria Brændeland Eiendomsmeglerfullmektig Telefon 454 77 049 Mobil 454 77 049 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207092130,207092130,122392,4964781,2088,Leilighet,Eier(Selveier),2,58,58,1884,G-rød,205,63,NA,11833,949629,142389,1,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Idylliske Refstad,"Refstad allé 30, 0586 Oslo",13500000,Sjeldent stor og innholdsrik familiebolig o/ 3 plan med solrik hage. Mark- og takterrasse. Barnevennlig beliggenhet,"Takterrasse, Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Hage, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt"," Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 971 93 210 eller d.jensen@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding Nordvik har gleden av å presentere en unik familiebolig med idyllisk beliggenhet på Refstad. Eiendommen er meget innholdsrik både innvendig og utvendig og er noe som sjeldent tilbys i markedet. Boligen har to separate innganger, noe som gir mulighet for etablering av hybeldel.*Kort fortalt:Sjeldent stort enderekkehus over 3 plan med mange soverom og flere badDet er gitt rammetillatelse* for bruksendring av kjeller og etablering av hybeldel som f.eks. kan leies utFlotte utearealer med en koselig hage og flere terrasserHagen er bl.a. opparbeidet med markterrasse, trær, hekk og plenSydvestvendt takterrasse på 30 kvm med fantastisk utsikt og optimale solforholdGjennomgående planløsning og endebeliggenhet gir gode lysforholdGode parkeringsmuligheter Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 971 93 210 eller d.jensen@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207101472,207101472,354842,13854842,NA,Rekkehus,Eier(Selveier),4,238,255,1970,E-gul,642,283,NA,NA,3036041,NA,NA,5,7570,20599,NA,NA,NA,NA,NA,NA,FALSE
,"Ammerudveien 70, 0958 Oslo",2990000,AMMERUDKOLLEN - Stilren og gjennomført 2-roms med flott utsikt | Vv&fyring inkl. | Standard 19/20 | TG1 | Bad 16 |,"Heis, Barnevennlig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Lademulighet"," Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Visningspåmelding Velkommen til Ammerudveien 70 - en leilighet med ""wow-faktor"" i Dalens kjerne!En gjennomført leilighet beliggende i byggets 5. etasje med store vindusflater og rikelig med naturlys. Leiligheten har en rå innredning samt flott utsikt over naturskjønne omgivelser. Leiligheten har en gjennomgående høy standard med nyttbad fra 2016 i regi av borettslaget. Man kjenner fort at dette er et sted man vil trives!Gode kvalifikasjoner ved boligen:- Moderne & god standard- Varmtvann, oppvarming, TV&BB inkl.- TG1 på alt- Godt vedlikeholdt ila. eiertid | 2019&2020- Marka som nærmeste nabo- Heis- Nærhet til offentlig kommunikasjon med hippige avganger.Velkommen til visning!Husk visningspåmelding hensyntatt smittevern!Har du spørsmål før visning?Kontakt meglerne Akin Buga 93002923 & Usman Ahmed 95885862 Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207144348,207144348,15504,3259504,3583,Leilighet,Andel,1,47,47,1967,D-lysegrønn,27817,53,NA,34162,592809,254000,5,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
KORSVOLL/BREKKE,"Maridalsveien 372, 0881 Oslo",4500000,Attraktiv 2-roms selveier med parkering og solrik terrasse på 10 m². Naturskjønn beliggenhet ved markagrensen.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Kabel-TV, Parkett, Rolig, Bademulighet, Turterreng"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt megler på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding En arealeffektiv og romslig 2-roms leilighet med en nydelig beliggenhet i naturskjønne omgivelser like ved markagrensen på Brekke. Leiligheten har en god planløsning, med åpen stue- og kjøkkenløsning, et romslig soverom, bad, og en praktisk innvendig bod som i dag brukes som garderobe. Fra stuen er det utgang til en sydvestvendt terrasse med bod. Leiligheten fremstår som godt vedlikeholdt med noe oppgraderingsbehov. Kort fortalt: - Sydvestvendt terrasse på ca. 10 m²- Parkering m/opplegg for el-billader- Arealeffektiv planløsning- Godt med oppbevaringsmuligheter - 2 boder, samt innvendig bod/garderobe- Veletablert og rolig bomiljø- Nærhet til marka- Gangavstand til skoler og barnehager- Få minutters gange til dagligvarebutikker- Kort vei til offentlig kommunikasjon Ina Sartz Eiendomsmegler Mobil 900 56 973 Send melding Charlotte Bjertnes Eiendomsmegler / Fagansvarlig Mobil 406 11 115 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt megler på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207080310,207080310,113842,4639842,2153,Leilighet,Eier(Selveier),1,56,59,1996,E-rød,6928,65,NA,17276,1031815,26000,2,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GAMLE GRORUD,"Trondheimsveien 489, 0962 Oslo",9990000,Enebolig i sveitserstil med særpreg og sjarm-Skjermet beliggenhet i blindvei-Storslått utsikt-Nær off. komm.,"Balkong/Terrasse, Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Utsikt"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Trondheimsveien 489 er en vakker enebolig fra 1913 i sveitserstil med god takhøyde og mye sjarm. Boligen har en flott beliggenhet i usjenerte omgivelser med gode solforhold og fin utsikt. Tomten er stor med et hyggelig tun og har en idyllisk hage, som bugner av vakre prydbusker, stauder og frukttrær. Tomten er også bebygget med frittstående garasje og et uthus.Eneboligen kan også benyttes som horisontaldelt tomannsbolig. Alternativ kan man leie ut del av egen bolig. Vedlikeholdet er godt og det er brukt mye tid på å tilbakeføre den vakre bygningen til en mer autentisk sveitserstil. Hver etasje har et kjøkken, bad og stuer. Boligen passer perfekt for de som trives litt utenfor bykjernen i landlige omgivelser, men som samtidig liker å leve med enkel adkomst til de sentrale deler av Oslo. Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207140972,207140972,285670,10275670,NA,Enebolig,Eier(Selveier),5,227,227,1913,G-oransje,1343,245,Ja,NA,2123184,NA,NA,9,NA,19314,NA,NA,NA,NA,NA,NA,FALSE
